TypeDoc	TypeJP	Depart	DateRetour	Chalut	Casier	Nasse	Pots	tremail tremail	Turlutte	qseqdebut	qseqfin	Date Jour	NPage	Esp1	Esp2	Esp3	Esp4	Esp5	Esp6	Esp7	Esp8	Esp9	Esp10	Esp11	Esp12	Esp13	Esp14	Esp15	Esp16	PREFIXE
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH708	1680.0	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	20/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH858	CEPH858	16/11/2016	CEPH858	960.0	110.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CEPH858	1776.0	44.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CEPH858	1464.0	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CEPH858	1368.0	44.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH858	1296.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	19/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH907	CEPH907	16/11/2016	CEPH907	1127.0	90.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CEPH907	1357.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CEPH907	1380.0	18.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CEPH907	1357.0	18.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	21/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH1107	CEPH1108	16/11/2016	CEPH1107	1176.0	120.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CEPH1107	1440.0	40.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CEPH1107	1368.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CEPH1107	1368.0	40.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH1107	1272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH1108	1032.0	40.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	22/11/2016	27/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH57	CEPH58	22/11/2016	CEPH57	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH57	30.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH57	30.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH57	30.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH57	0.0	30.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	21/11/2016	28/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH759	CEPH760	21/11/2016	CEPH759	720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH759	1200.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH759	1080.0	66.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH759	1440.0	66.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH759	840.0	0.0	66.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH760	1440.0	0.0	88.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH760	864.0	0.0	110.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH760	312.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	21/11/2016	25/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH106	CEPH106	21/11/2016	CEPH106	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH106	20.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH106	0.0	0.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH106	20.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	21/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH1007	CEPH1008	16/11/2016	CEPH1007	1035.0	100.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CEPH1007	1357.0	80.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CEPH1007	1610.0	40.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CEPH1007	1403.0	60.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH1007	1127.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH1008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	20/11/2016	26/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH610	CEPH611	20/11/2016	CEPH610	1080.0	20.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH610	1580.0	50.0	90.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH610	940.0	50.0	50.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH610	1180.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH610	1000.0	70.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH611	720.0	20.0	200.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH611	700.0	20.0	20.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	21/11/2016	28/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH656	CEPH657	21/11/2016	CEPH656	192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH656	1200.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH656	960.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH656	960.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH656	960.0	44.0	66.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH657	744.0	44.0	220.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH657	1224.0	44.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH657	1200.0	0.0	220.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	22/11/2016	29/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH709	CEPH710	22/11/2016	CEPH709	1176.0	22.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH709	1128.0	44.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH709	0.0	22.0	1032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH709	22.0	0.0	1080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH709	352.0	44.0	624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH710	1272.0	22.0	88.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH710	912.0	44.0	88.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CEPH710	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	21/11/2016	28/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH1009	CEPH1010	21/11/2016	CEPH1009	20.0	20.0	21.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH1009	966.0	20.0	84.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH1009	1058.0	40.0	21.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH1009	1173.0	20.0	21.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH1009	1035.0	20.0	40.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH1010	805.0	20.0	357.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH1010	874.0	20.0	210.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH1010	1311.0	0.0	63.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	21/11/2016	29/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH1060	CEPH1061	21/11/2016	CEPH1060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH1060	1080.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH1060	360.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH1060	1080.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH1060	960.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH1061	840.0	22.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH1061	1200.0	22.0	66.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH1061	1200.0	22.0	88.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CEPH1061	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	22/11/2016	30/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH1109	CEPH1110	22/11/2016	CEPH1109	120.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH1109	1128.0	60.0	20.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH1109	936.0	40.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH1109	864.0	40.0	20.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH1109	696.0	20.0	80.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH1110	1176.0	20.0	60.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH1110	1056.0	40.0	40.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CEPH1110	792.0	40.0	160.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	30/11/2016	CEPH1110	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	20/11/2016	26/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH908	CEPH909	20/11/2016	CEPH908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH908	1219.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH908	1357.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH908	874.0	20.0	40.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH908	966.0	40.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH909	1058.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH909	966.0	40.0	220.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	20/11/2016	27/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CEPH509	CEPH510	20/11/2016	CEPH509	336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH509	1128.0	22.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH509	1176.0	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH509	1224.0	44.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH509	1152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH510	960.0	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH510	816.0	22.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH510	48.0	22.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
