TypeDoc	TypeJP	Depart	DateRetour	Chalut	Casier	Nasse	Pots	tremail tremail	Turlutte	qseqdebut	qseqfin	Date Jour	NPage	Esp1	Esp2	Esp3	Esp4	Esp5	Esp6	Esp7	Esp8	Esp9	Esp10	Esp11	Esp12	Esp13	Esp14	Esp15	Esp16	PREFIXE
V	V	V	V	V	V	V	V	V	V	V	V	20/01/2017	CEPH2714	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/01/2017	CEPH2714	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	1200.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/01/2017	CEPH2714	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/01/2017	CEPH2714	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	540.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/01/2017	CEPH2714	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/01/2017	CEPH2715	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/01/2017	CEPH2715	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/01/2017	CEPH2715	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/01/2017	CEPH2715	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/01/2017	CEPH2715	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	30/01/2017	CEPH2715	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	31/01/2017	CEPH2715	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	01/02/2017	CEPH2715	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/01/2017	CEPH2715	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/01/2017	CEPH2715	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/01/2017	CEPH2715	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	2460.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/01/2017	CEPH2715	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/01/2017	CEPH2715	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	30/01/2017	CEPH2715	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	31/01/2017	CEPH2715	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	1470.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	01/02/2017	CEPH2715	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	1380.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	02/02/2017	CEPH2716	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	1320.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	03/02/2017	CEPH2716	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	1500.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	04/02/2017	CEPH2716	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	1350.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	05/02/2017	CEPH2716	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	06/02/2017	CEPH2716	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	1680.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	07/02/2017	CEPH2717	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	1590.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	08/02/2017	CEPH2717	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	09/02/2017	CEPH2717	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	1980.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	10/02/2017	CEPH2717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	11/02/2017	CEPH2717	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	1560.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	12/02/2017	CEPH2718	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	13/02/2017	CEPH2718	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	14/02/2017	CEPH2718	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	1440.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	15/02/2017	CEPH2718	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	16/02/2017	CEPH2718	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	1260.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/02/2017	CEPH2719	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/02/2017	CEPH2719	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1530.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/02/2017	CEPH2719	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/02/2017	CEPH2719	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	1290.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/02/2017	CEPH2719	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/02/2017	CEPH2720	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/02/2017	CEPH2720	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/02/2017	CEPH2720	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	975.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/02/2017	CEPH2720	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/02/2017	CEPH2720	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/02/2017	CEPH2721	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	1080.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/02/2017	CEPH2721	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	870.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	01/03/2017	CEPH2721	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	750.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	02/03/2017	CEPH2721	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	660.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	03/03/2017	CEPH2721	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	04/03/2017	CEPH2722	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	05/03/2017	CEPH2722	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	04/03/2017	CEPH2722	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	05/03/2017	CEPH2722	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	19/11/2016	27/12/2016	false	false	false	false	false	false	CEPH2251	CEPH2258	19/11/2016	CEPH2251	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH2251	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH2251	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH2251	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH2251	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH2252	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH2252	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH2252	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH2252	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH2252	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CEPH2253	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	30/11/2016	CEPH2253	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	01/12/2016	CEPH2253	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	02/12/2016	CEPH2253	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	03/12/2016	CEPH2253	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	04/12/2016	CEPH2254	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	05/12/2016	CEPH2254	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	06/12/2016	CEPH2254	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	07/12/2016	CEPH2254	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	08/12/2016	CEPH2254	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	09/12/2016	CEPH2255	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	10/12/2016	CEPH2255	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	765.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	11/12/2016	CEPH2255	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	12/12/2016	CEPH2255	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	885.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	13/12/2016	CEPH2255	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	14/12/2016	CEPH2256	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	15/12/2016	CEPH2256	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	180.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	16/12/2016	CEPH2256	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	285.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	17/12/2016	CEPH2256	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	390.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	18/12/2016	CEPH2256	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	450.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	19/12/2016	CEPH2257	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/12/2016	CEPH2257	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/12/2016	CEPH2257	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	675.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/12/2016	CEPH2257	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/12/2016	CEPH2257	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	225.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/12/2016	CEPH2258	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/12/2016	CEPH2258	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/12/2016	CEPH2258	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/12/2016	CEPH2258	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/12/2016	CEPH2258	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	330.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/12/2016	CEPH2258	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	420.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/12/2016	CEPH2258	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/12/2016	CEPH2258	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	CEPH
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	19/11/2016	27/12/2016	false	false	false	false	false	false	CEPH2251	CEPH2258	19/11/2016	CEPH2251	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CEPH2251	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	600.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CEPH2251	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	990.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CEPH2251	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	1050.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CEPH2251	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	930.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	24/11/2016	CEPH2252	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	25/11/2016	CEPH2252	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	360.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CEPH2252	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	210.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CEPH2252	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	1620.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CEPH2252	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	1155.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CEPH2253	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	30/11/2016	CEPH2253	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	01/12/2016	CEPH2253	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	1185.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	02/12/2016	CEPH2253	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	960.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	03/12/2016	CEPH2253	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	1545.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	04/12/2016	CEPH2254	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	1110.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	05/12/2016	CEPH2254	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	840.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	06/12/2016	CEPH2254	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	810.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	07/12/2016	CEPH2254	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	720.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	08/12/2016	CEPH2254	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	585.0	CEPH
V	V	V	V	V	V	V	V	V	V	V	V	09/12/2016	CEPH2255	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	780.0	CEPH
